Gender,Age,Income (USD),Income Stability,Property Age,Property Location,Property Price,Loan Sanction Amount (USD)
F,18,1861.2,Low,1879.2,Rural,237371.78,81036.22272
M,65,820.54,High,804.54,Semi-Urban,76874.05,33019.4898
M,18,1423.83,Low,1411.83,Rural,102730.79,35109.76513
M,58,2421.15,Low,2412.15,Urban,175439.27,57252.69823
M,60,1239.57,High,1250.57,Rural,36671.55,20628.51346
F,50,1111.95,Low,1095.95,Urban,87269.43,27162.20692
M,30,3131.82,Low,3132.82,Semi-Urban,160483,55037.60619
F,41,1644.43,Low,1651.43,Rural,71067.97,23125.99906
M,64,1239.67,High,1242.67,Rural,101715.61,42157.2085
F,39,2120.83,Low,2121.83,Rural,170037.55,57013.39473
F,50,2578.44,Low,2575.44,Rural,123582.77,41004.38092
M,42,978.49,Low,965.49,Semi-Urban,42058.86,12099.15244
M,33,2459.04,Low,2463.04,Semi-Urban,178168.02,60054.48784
F,41,785.98,Low,778.98,Rural,99952.89,31943.83403
F,61,1113.9,High,1121.9,Semi-Urban,192690.5,72788.64851
F,37,1687.41,Low,1688.41,Rural,104711.43,34784.55848
F,22,1322.11,Low,1330.11,Rural,164552.85,55702.65886
F,45,4996.54,Low,5012.54,Semi-Urban,254841.49,87697.95804
M,48,3174.09,Low,3184.09,Urban,412628.09,138498.0531
F,36,3501.35,Low,3510.35,Rural,99608.62,35008.5051
F,59,2136.72,Low,2142.72,Semi-Urban,82914.54,25908.65851
F,59,2438.21,Low,2427.21,Urban,218903.31,72026.43324
M,18,3961.27,Low,3962.27,Urban,203101.66,71289.03039
M,31,1675.74,Low,1678.74,Rural,74901.99,24998.61275
F,18,1142.26,Low,1134.26,Rural,128331.77,43659.88561
F,53,3156.63,Low,3157.63,Urban,240453.38,80480.75992
F,25,2876.27,Low,2871.27,Urban,104431.35,36714.48333
F,62,3373.65,Low,3384.65,Rural,250690.89,83572.60663
F,48,1923.64,Low,1929.64,Rural,129370.03,42441.63911
F,62,2987.87,Low,2993.87,Rural,129786.63,42562.33113
M,18,2371.54,Low,2382.54,Urban,104136.43,36424.91467
F,39,2125.66,Low,2122.66,Semi-Urban,48082.15,15774.22979
M,43,1292.46,Low,1290.46,Urban,43894.92,13101.34111
F,39,3319.79,Low,3308.79,Rural,257312.53,87550.00546
M,18,8837.5,Low,8838.5,Semi-Urban,160642.07,61874.66197
F,18,1747.68,Low,1749.68,Rural,71966.5,25350.27915
F,44,1708.04,Low,1725.04,Semi-Urban,114537.44,37285.04413
M,62,1980.88,Low,1974.88,Rural,117924.11,37305.41989
F,65,1575.22,High,1571.22,Rural,53044.79,26304.81859
F,19,2808.27,Low,2821.27,Semi-Urban,105200.9,37249.42384
M,18,2186.13,Low,2184.13,Rural,174175.15,59893.415
F,47,2620.85,Low,2608.85,Rural,169588.14,56734.23673
F,43,4256.38,Low,4250.38,Semi-Urban,81230.55,28770.00337
F,30,1655.92,Low,1670.92,Urban,296337.77,99545.05358
M,18,12037.22,Low,12040.22,Rural,321392.09,119421.2167
F,56,2461.73,Low,2463.73,Semi-Urban,78972.75,25152.17394
F,29,5211.26,Low,5212.26,Rural,131613.08,48057.32108
F,41,1157.74,Low,1158.74,Urban,105411.45,34023.8017
F,53,3426.98,Low,3435.98,Rural,113753.3,38339.03463
F,46,5446.71,Low,5437.71,Urban,160914.53,56653.02735
M,62,1273.85,Low,1261.85,Semi-Urban,115144.38,35369.90282
F,18,1361.85,Low,1366.85,Semi-Urban,25354.9,9024.138999
M,65,1868.69,High,1867.69,Semi-Urban,56797.23,27354.89413
M,31,2562.9,Low,2565.9,Semi-Urban,118845.02,40391.05941
M,61,3350.8,Low,3350.8,Rural,132437.13,43663.5108
M,65,1845.14,High,1848.14,Urban,152014.96,59455.53786
F,65,3332.18,High,3316.18,Urban,59436.28,30104.3824
M,34,3559.75,Low,3550.75,Semi-Urban,159883.27,54952.19461
M,39,3182.19,Low,3170.19,Urban,43068.73,15067.47066
M,61,1255.38,High,1252.38,Rural,148798.45,58223.23152
F,18,2010.81,Low,2006.81,Rural,98952.45,34681.19057
F,59,1406.81,Low,1395.81,Rural,81593.57,24985.59453
M,51,2645.58,Low,2651.58,Urban,59156.01,18982.61057
M,18,795.57,Low,786.57,Semi-Urban,39047.91,12801.27324
F,41,4892.59,Low,4892.59,Semi-Urban,372196.03,127320.7502
F,20,2063.92,Low,2053.92,Rural,256768.41,87586.55572
M,55,3353.18,Low,3338.18,Urban,173159.38,57674.15338
M,18,1833.1,Low,1819.1,Rural,316237.4,107246.7582
F,35,2818.82,Low,2814.82,Urban,216909.09,73647.85876
M,61,2995.89,Low,3007.89,Semi-Urban,147003.66,47924.08135
F,54,2065.84,Low,2069.84,Rural,105190.16,33989.07142
F,55,4116.87,Low,4127.87,Rural,86736.48,29812.00957
M,29,2388.1,Low,2385.1,Semi-Urban,114428.42,38883.87037
M,65,1049.66,High,1061.66,Urban,78104.33,33819.22331
M,57,1667.43,Low,1669.43,Urban,33482.12,8881.544456
F,48,1373.79,Low,1374.79,Rural,123595.13,39936.97209
M,48,2409.4,Low,2419.4,Semi-Urban,52353.44,16557.53446
M,18,1103.42,Low,1091.42,Semi-Urban,39844.59,13382.14671
F,64,3160.7,Low,3153.7,Rural,304658.18,101315.7213
M,18,1851.48,Low,1851.48,Urban,121756.82,41806.40961
F,22,994.4,Low,996.4,Semi-Urban,71388.19,23793.59825
F,37,6346.68,Low,6342.68,Rural,320204.69,111933.2038
M,18,1758.23,Low,1761.23,Urban,172985.38,58920.89854
M,64,3413.74,Low,3423.74,Rural,173174.35,57179.8029
F,45,1207.67,Low,1214.67,Urban,99963.2,31931.36797
F,31,1869.4,Low,1870.4,Rural,85764.2,29080.67746
F,20,1595.1,Low,1596.1,Semi-Urban,154458.88,52470.01936
F,30,2281.31,Low,2284.31,Rural,40907.37,14514.04004
F,18,2140.05,Low,2133.05,Rural,123128.48,42932.83939
F,23,661.82,Low,674.82,Semi-Urban,52360.96,16988.55397
M,65,2361.55,High,2358.55,Urban,106726.75,44767.65534
F,18,372.76,Low,373.76,Semi-Urban,15841.4,4814.995486
F,56,3024.66,Low,3039.66,Urban,50146.72,16189.28941
M,52,1892.73,Low,1879.73,Urban,22813.94,5916.210812
M,46,2281.01,Low,2277.01,Urban,120233.59,39516.95038
F,18,3304.88,Low,3313.88,Semi-Urban,340008.77,116709.1669
M,18,1745.93,Low,1740.93,Urban,38503.52,13730.10783
M,33,3199.6,Low,3205.6,Semi-Urban,326877.75,110766.2124
F,50,1508.2,Low,1520.2,Urban,180551.83,58916.42286
M,43,3043.17,Low,3042.17,Semi-Urban,132176.49,44409.05312
F,27,2568.44,Low,2558.44,Urban,38171.39,13981.40185
M,64,1387.55,High,1387.55,Urban,60232.07,28234.19016
M,61,1625.52,Low,1619.52,Urban,31773.41,7944.199518
F,48,3943.43,Low,3949.43,Urban,211502.69,71958.49305
M,18,1746.41,Low,1734.41,Semi-Urban,149990.95,51039.1645
M,65,1267.08,High,1265.08,Semi-Urban,178727.87,67697.21819
F,49,2033.72,Low,2035.72,Rural,116660.49,38203.75888
M,27,2393.24,Low,2386.24,Urban,18623.02,7000.93596
M,50,1876.09,Low,1861.09,Rural,207935.07,68378.73012
F,22,2535.08,Low,2532.08,Semi-Urban,82544.01,29113.84533
M,18,3152.5,Low,3141.5,Urban,111908.48,39822.96664
F,46,4658.5,Low,4660.5,Rural,365853.73,124832.1468
F,20,2022.46,Low,2022.46,Semi-Urban,264999.76,90038.55716
M,50,4752.35,Low,4758.35,Rural,91431.88,32195.72701
M,64,1917.85,High,1922.85,Rural,203448.65,77025.094
M,52,2406.72,Low,2407.72,Rural,48193.04,15111.96868
F,64,2803.54,Low,2790.54,Semi-Urban,20964.53,5375.49797
F,35,1907.14,Low,1912.14,Semi-Urban,100114.77,33349.69646
M,20,3005.81,Low,3007.81,Urban,51685.19,19291.6544
F,26,1808.58,Low,1823.58,Rural,66244.78,22864.35707
M,31,2100.37,Low,2094.37,Rural,68404.68,23245.69055
M,18,1743.94,Low,1754.94,Urban,192320.72,65405.35677
F,60,1855.37,High,1851.37,Urban,52313.3,26603.23397
F,58,4321.68,Low,4337.68,Urban,151466.28,51392.35526
F,53,2615.43,Low,2602.43,Semi-Urban,91094.19,29610.72996
F,18,1741.27,Low,1739.27,Rural,44542.03,16129.4602
F,64,1696.86,Low,1699.86,Urban,181721.53,58390.17323
F,18,1244.43,Low,1257.43,Semi-Urban,71930.81,24553.58644
M,65,1846.14,High,1850.14,Urban,152014.96,59457.07169
F,18,2653.52,Low,2661.52,Urban,77774.69,28092.79384
F,61,1971.93,High,1967.93,Rural,124474.21,51020.92513
M,29,3920.51,Low,3919.51,Semi-Urban,78273.61,28307.01304
F,59,3975.08,Low,3979.08,Semi-Urban,318793.12,107021.9923
M,63,4768.48,Low,4778.48,Semi-Urban,149102.94,50282.58691
F,31,3253.74,Low,3264.74,Semi-Urban,249194.51,85123.88714
M,18,5606.17,Low,5595.17,Urban,130235.07,48488.10028
F,35,2069.37,Low,2057.37,Urban,154124.81,51787.39942
M,21,1590.01,Low,1591.01,Rural,47254.03,16413.69127
M,41,4754.45,Low,4758.45,Urban,90696.18,32523.80779
M,53,4240.52,Low,4243.52,Semi-Urban,667386.91,224628.2058
F,63,1975.08,High,1984.08,Semi-Urban,137794.87,55071.42737
F,29,2543.91,Low,2547.91,Rural,69534.18,24478.27932
M,35,1655.3,Low,1640.3,Semi-Urban,21836.11,6550.870708
F,35,1781.29,Low,1767.29,Urban,104976.82,34982.38128
M,52,1938.48,Low,1930.48,Urban,86206.15,27259.77776
F,25,2877.78,Low,2892.78,Urban,60795.89,22068.56121
M,65,2030.38,High,2034.38,Rural,272397.05,100221.1667
F,42,1002.25,Low,1006.25,Semi-Urban,34293.48,9759.961523
M,36,1277.02,Low,1260.02,Rural,41133.9,12842.02709
M,23,1268.53,Low,1277.53,Semi-Urban,109145.43,36445.1995
F,18,1934.4,Low,1929.4,Urban,89002.14,31122.24929
M,18,3806.54,Low,3798.54,Rural,101787.53,37231.4022
F,18,1878.95,Low,1881.95,Urban,163890.73,56225.64431
M,26,1264,Low,1263,Rural,40713.95,13486.88426
M,60,1980.23,High,1979.23,Urban,323078.28,117449.4465
M,18,4227.41,Low,4212.41,Urban,106446.22,39085.23201
F,18,1883.15,Low,1867.15,Urban,271269.8,92290.18491
F,18,2181.03,Low,2188.03,Semi-Urban,73921.13,26176.81407
F,65,1856.77,High,1861.77,Semi-Urban,25596.39,17101.33313
M,65,2433.08,High,2447.08,Semi-Urban,84011.55,37081.30864
M,18,3094.17,Low,3083.17,Urban,311844,106924.1397
F,32,3961.94,Low,3962.94,Semi-Urban,34434.84,13623.40576
M,50,1394.37,Low,1395.37,Urban,145708.55,46853.80333
F,44,4371.59,Low,4371.59,Rural,75319.51,27101.91075
M,50,2041.11,Low,2038.11,Rural,140101.12,45767.34262
M,54,2151.92,Low,2147.92,Semi-Urban,236717.05,77742.47687
F,41,1217.62,Low,1214.62,Urban,178998.87,58801.91319
F,46,1064.67,Low,1058.67,Semi-Urban,34915.59,9711.228194
M,39,6247.21,Low,6241.21,Urban,24945.37,12116.81921
M,18,1328.5,Low,1319.5,Rural,98382.5,33553.1746
F,26,2297.84,Low,2296.84,Rural,53075.16,18932.63187
F,18,1176.45,Low,1181.45,Semi-Urban,38356.38,13201.9161
M,28,1840.69,Low,1836.69,Rural,135603.03,45791.25227
F,52,1651.52,Low,1656.52,Urban,132967.69,42917.08247
F,60,603.62,High,600.62,Semi-Urban,15396.48,12785.08422
M,64,1381.99,High,1385.99,Rural,34265.68,19645.98211
F,56,3465.63,Low,3479.63,Rural,285126.71,95710.24749
M,60,2416.92,Low,2409.92,Rural,143213.69,46404.07679
F,53,1842.17,Low,1840.17,Rural,70293.45,22114.15797
F,18,2837.89,Low,2847.89,Semi-Urban,127859.22,44968.49412
F,37,1264.14,Low,1275.14,Semi-Urban,114793.6,37467.85275
F,61,1287.43,Low,1281.43,Rural,68325.24,20250.87085
F,33,1859.78,Low,1855.78,Urban,64957.03,21782.82216
F,18,1918.97,Low,1909.97,Rural,104793.14,36546.68316
F,65,1395.82,High,1408.82,Semi-Urban,93570.97,39467.58171
F,46,5435.71,Low,5449.71,Urban,160914.53,56653.53863
M,48,3049.4,Low,3054.4,Rural,143121.71,47975.32667
M,38,1751.48,Low,1763.48,Semi-Urban,111640.81,36592.21865
F,50,616.37,Low,619.37,Rural,69713.07,20905.63041
F,52,3700.23,Low,3698.23,Rural,94903.74,32360.12783
M,60,2141.59,High,2146.59,Urban,211558.13,80156.51292
F,57,1459.51,Low,1448.51,Rural,110131.36,34783.89165
M,62,1627.67,Low,1640.67,Urban,121463.79,38005.11655
M,37,2668.59,Low,2666.59,Semi-Urban,222568.77,74864.03531
F,61,1871.37,High,1872.37,Semi-Urban,68252.35,31759.3055
F,39,3503.29,Low,3504.29,Urban,119537.29,41325.5044
F,47,1612.88,Low,1612.88,Semi-Urban,42676.28,12802.67529
F,24,3974.59,Low,3970.59,Urban,151292.22,53658.33639
F,57,2584.84,Low,2593.84,Semi-Urban,278736.23,92305.56173
M,65,1291.87,High,1286.87,Rural,94794.27,39802.42595
F,57,4351.68,Low,4335.68,Rural,518676.65,174974.1544
F,30,1849.73,Low,1844.73,Semi-Urban,161934.96,54447.57521
M,22,8548.16,Low,8547.16,Urban,485963.49,170678.7119
M,18,5404.44,Low,5405.44,Rural,366225.08,127697.7891
M,60,10342.19,Low,10346.19,Semi-Urban,48285.79,22350.51426
F,20,1525.58,Low,1519.58,Urban,56313.01,19564.80316
M,30,1553.61,Low,1541.61,Urban,102870.79,34202.36712
M,52,3770.65,Low,3761.65,Semi-Urban,62056.13,20882.6001
M,28,2696.65,Low,2694.65,Urban,229171.81,77960.58658
M,35,3438.64,Low,3433.64,Urban,15484.24,6383.733759
F,25,1390.23,Low,1387.23,Rural,70402.77,23903.19555
M,49,2950.79,Low,2945.79,Urban,272674.09,91170.65971
M,18,2069.85,Low,2057.85,Urban,67381.69,23758.28904
F,24,1902.62,Low,1901.62,Rural,148803.63,50843.08948
M,33,2730.31,Low,2733.31,Rural,117586.49,40257.00642
M,23,2696.08,Low,2705.08,Urban,391392.62,132853.1363
F,57,3277.24,Low,3291.24,Semi-Urban,50915.98,16488.4882
M,29,6856.33,Low,6854.33,Rural,52239.07,22838.93435
F,51,1338.56,Low,1349.56,Semi-Urban,8068.74,586.2686634
F,18,1664.57,Low,1661.57,Urban,87621.79,30383.67999
M,58,1220.67,Low,1218.67,Rural,28676.08,6867.014377
F,18,5968.17,Low,5977.17,Rural,282237.12,100302.0349
M,64,742.23,High,737.23,Rural,59722.53,27538.46416
F,45,1918.14,Low,1914.14,Semi-Urban,207283.23,68564.49987
M,18,2124.44,Low,2117.44,Urban,191233.67,65420.08125
F,55,2295.43,Low,2292.43,Urban,45080.97,13811.8684
F,60,3032.41,High,3029.41,Semi-Urban,169576.2,67059.52647
M,25,2240.94,Low,2229.94,Semi-Urban,178483.54,60562.63264
M,27,2072.72,Low,2061.72,Urban,161962.96,54820.80446
F,23,846.99,Low,849.99,Semi-Urban,61554.79,20261.10857
F,30,1731.24,Low,1730.24,Urban,45626.62,15396.90996
F,42,2131.23,Low,2137.23,Urban,121084.23,40207.37747
M,60,754.88,High,752.88,Semi-Urban,23851.45,15544.08697
F,34,682.8,Low,694.8,Rural,28385.72,8361.481945
F,63,2861.64,Low,2855.64,Rural,138303.65,45208.98596
F,18,1845.25,Low,1834.25,Semi-Urban,84881.02,29505.82147
M,45,11021.19,Low,11033.19,Urban,180105.22,68653.1467
F,53,2158.92,Low,2147.92,Semi-Urban,50582.4,15536.5351
F,48,2763.88,Low,2753.88,Rural,40098.66,13305.28839
M,59,2698.68,Low,2693.68,Urban,36173.23,10678.23803
F,18,2428.81,Low,2419.81,Urban,47029.84,17526.74844
M,64,1663.8,High,1664.8,Rural,36846.04,20799.38854
M,23,2232.05,Low,2233.05,Semi-Urban,55040.58,19251.869
M,51,5275.88,Low,5275.88,Semi-Urban,183131.31,63176.13627
M,38,3087.8,Low,3080.8,Urban,223933.56,75807.3515
F,44,1879.07,Low,1867.07,Urban,134125.69,44162.90446
M,60,1552.22,Low,1543.22,Rural,58061.05,16915.0267
M,29,2959,Low,2943,Rural,303093.61,103111.7025
M,18,2439.9,Low,2441.9,Urban,252742.16,86408.72089
F,18,1757.18,Low,1750.18,Semi-Urban,105594.03,36375.56714
F,51,2485.57,Low,2496.57,Rural,234745.81,78178.51125
M,38,3154.03,Low,3164.03,Semi-Urban,131461.48,44683.38494
F,50,3852.41,Low,3855.41,Urban,218465.16,74044.45514
F,56,3512.59,Low,3504.59,Rural,59875.19,20082.24183
F,18,1319.29,Low,1318.29,Semi-Urban,247237.08,83510.5251
M,59,673.47,Low,679.47,Semi-Urban,51839.28,13737.53561
M,42,4452.11,Low,4455.11,Semi-Urban,359046.81,122139.4698
F,65,3501.71,High,3506.71,Urban,200543.88,77688.26371
F,63,1259.61,Low,1261.61,Urban,21006.81,4035.590966
M,61,2129.37,Low,2122.37,Urban,441637.01,146137.1628
F,26,2538.55,Low,2556.55,Semi-Urban,38377.48,13975.62298
F,63,2407.92,High,2418.92,Semi-Urban,28307.55,18736.90387
M,31,1358.42,Low,1362.42,Semi-Urban,29763.8,9236.441757
M,65,3098.75,High,3093.75,Semi-Urban,91687.65,40330.77364
F,20,2531.3,Low,2528.3,Semi-Urban,181868.78,62632.61241
M,46,2516.61,Low,2513.61,Rural,175856.71,58580.7345
F,25,1691.77,Low,1704.77,Rural,32418.06,11460.18152
F,53,4024.43,Low,4031.43,Urban,115550,39414.60513
F,18,2118.28,Low,2119.28,Semi-Urban,49569.82,17929.67452
M,63,3725.38,Low,3724.38,Semi-Urban,239573.85,79600.63865
M,45,1983.59,Low,1978.59,Semi-Urban,62629.17,19803.51456
F,49,1262.29,Low,1266.29,Urban,319817.72,105521.1207
M,53,1828.22,Low,1829.22,Rural,168892.17,54985.65005
M,34,2470.64,Low,2468.64,Rural,213313.25,72065.62312
M,47,2470.31,Low,2482.31,Semi-Urban,133322.37,43898.41319
F,18,2892.67,Low,2889.67,Urban,68223.06,25123.20223
F,62,1262.04,Low,1264.04,Urban,109667.15,33899.28823
F,24,955.22,Low,958.22,Rural,161597.97,54174.14624
M,28,2812.01,Low,2799.01,Rural,349693.49,118695.5142
M,59,1847.68,Low,1833.68,Urban,128647.2,40866.59721
M,50,4892.09,Low,4886.09,Semi-Urban,146342.81,50502.0161
F,37,3790.48,Low,3783.48,Urban,175241.88,60485.15424
F,29,1654.53,Low,1651.53,Urban,106156.25,35729.20586
F,38,1980.16,Low,1988.16,Urban,34862.67,11407.45546
M,23,2777.76,Low,2773.76,Rural,247998.55,84900.03124
F,26,2406.38,Low,2406.38,Semi-Urban,172114.36,58755.14443
F,54,1896.34,Low,1893.34,Rural,54591.39,16815.41614
M,18,3293.08,Low,3293.08,Semi-Urban,193714.47,67314.12232
F,62,1675.34,Low,1669.34,Semi-Urban,58193.25,16889.23353
F,34,5279.23,Low,5262.23,Rural,292761.82,101853.9511
M,31,4143.66,Low,4153.66,Rural,327279.14,112302.3799
M,49,1635.86,Low,1634.86,Rural,205902.38,67536.54025
F,40,2057.22,Low,2071.22,Urban,109882.98,36531.3613
F,18,1647.4,Low,1646.4,Urban,88531.22,30672.63413
M,57,5711.62,Low,5713.62,Semi-Urban,445573.7,151305.7422
M,18,2652.21,Low,2646.21,Rural,134654.92,47092.62595
F,18,2200.87,Low,2203.87,Semi-Urban,79038.54,27914.05782
M,60,4448.18,Low,4449.18,Semi-Urban,330320.87,111061.1272
F,31,1663.75,Low,1678.75,Semi-Urban,127597.02,42653.98132
M,45,1943.89,Low,1943.89,Rural,135483.83,44513.98743
F,24,2105.4,Low,2090.4,Urban,123699.12,42472.50434
F,60,1590.84,Low,1579.84,Rural,59479.54,17666.29239
M,61,1556.04,Low,1556.04,Urban,58343.76,16801.53006
M,18,2456,Low,2460,Semi-Urban,58590.16,21070.27963
M,34,2902.15,Low,2900.15,Semi-Urban,226298.5,76593.0421
M,47,3342.51,Low,3359.51,Urban,127483.72,42969.42886
M,61,2475.63,High,2472.63,Rural,72701.54,33909.10553
M,62,1010.06,Low,1017.06,Semi-Urban,88968.44,26317.0555
F,45,2109.63,Low,2108.63,Rural,59779.43,19489.21682
F,63,2804.95,Low,2814.95,Rural,103267.85,33390.23857
M,45,1588.59,Low,1590.59,Semi-Urban,46984.96,14148.1015
F,25,1960.86,Low,1962.86,Urban,81860.25,28200.09584
M,22,1582.84,Low,1578.84,Semi-Urban,66481.3,22507.64698
M,65,930.19,High,944.19,Rural,125853.05,49875.33266
M,28,2072.16,Low,2080.16,Urban,149377.15,50523.11087
M,24,2248.84,Low,2254.84,Rural,249725.05,84865.1429
M,26,3442.73,Low,3437.73,Semi-Urban,31064.51,12195.60847
M,20,1250.45,Low,1249.45,Rural,56165.68,19138.09033
F,18,1141.2,Low,1140.2,Urban,14442.85,5267.816845
F,18,2633.96,Low,2635.96,Urban,185255.17,64173.75007
M,56,1821.3,Low,1817.3,Rural,37697.89,10668.91631
M,46,4311.51,Low,4298.51,Semi-Urban,129492.82,44561.06627
F,59,3803.19,Low,3806.19,Urban,225409.82,75614.97136
F,51,3135.86,Low,3120.86,Rural,91080.64,30571.26263
M,51,6130.46,Low,6136.46,Urban,423035.34,144777.657
F,22,2467.58,Low,2466.58,Semi-Urban,358555.73,121761.6024
M,61,3047.57,High,3052.57,Urban,232859.34,88159.15921
F,58,2005.59,Low,2003.59,Rural,226882.86,74486.0581
M,50,1601.55,Low,1589.55,Rural,74151.75,23160.05766
F,19,3148.01,Low,3146.01,Rural,22034.03,9928.10312
M,18,2128.33,Low,2122.33,Rural,85522.13,30052.61849
F,25,3451.35,Low,3453.35,Semi-Urban,148128.75,51846.74514
M,61,984.65,Low,990.65,Semi-Urban,66280.04,18748.35218
M,20,3067.76,Low,3062.76,Urban,360918.06,123226.5752
M,63,1869.45,Low,1873.45,Semi-Urban,201152.18,64799.09521
M,59,1804.8,Low,1800.8,Semi-Urban,103338.6,32188.52622
M,63,1206.87,Low,1194.87,Urban,20769.54,3658.492861
M,51,2453.03,Low,2457.03,Urban,55292.17,17486.78391
M,18,2158.11,Low,2173.11,Urban,329134.7,111788.4233
M,18,2826.32,Low,2829.32,Rural,130710.22,45950.19034
F,46,1055.85,Low,1071.85,Rural,90802.38,28762.25138
F,27,1118.77,Low,1114.77,Urban,163662.46,54656.11202
F,35,2707.36,Low,2701.36,Urban,138040.13,47039.80166
F,62,1738.42,High,1746.42,Semi-Urban,197070.15,74819.32566
M,28,3354.53,Low,3355.53,Semi-Urban,221221.63,75826.4085
F,35,2142.52,Low,2141.52,Semi-Urban,21805.2,7282.162186
M,35,1258.71,Low,1272.71,Urban,102135.29,33271.51777
F,47,1732.57,Low,1734.57,Rural,147495.05,48411.73949
F,54,3511.64,Low,3493.64,Rural,35398.38,12012.30524
F,26,1610.79,Low,1608.79,Rural,124123.11,42095.46304
M,65,1405.41,High,1414.41,Semi-Urban,61556.66,28485.03055
M,63,426.45,High,421.45,Semi-Urban,122858.81,48227.19838
M,19,2710.68,Low,2711.68,Urban,321353.9,109653.5242
F,65,3244.56,High,3248.56,Rural,129204.2,53598.78512
M,43,3033.42,Low,3040.42,Semi-Urban,238439.54,80098.24863
M,65,1892.46,High,1892.46,Urban,181231.66,69316.64274
F,20,6475.03,Low,6476.03,Semi-Urban,66516.89,27919.19704
M,28,1876.7,Low,1868.7,Semi-Urban,102150.69,34313.24498
M,56,2105.16,Low,2100.16,Urban,292934.03,96557.78425
F,62,1937.31,Low,1940.31,Rural,159146.27,51348.81202
F,64,1298.52,Low,1296.52,Urban,23904.63,4967.641322
M,25,1731.9,Low,1735.9,Rural,230633.22,77843.23442
F,50,1385.93,Low,1384.93,Urban,52722.53,15845.30306
F,18,1855.69,Low,1861.69,Semi-Urban,77482.74,27040.01468
M,35,2027.48,Low,2031.48,Rural,135713.36,45469.66641
M,29,2001.47,Low,1992.47,Rural,219841.13,74170.61768
M,29,1818.06,Low,1835.06,Urban,59481.52,19991.72023
M,39,3086.46,Low,3090.46,Rural,182091.73,61815.17488
M,57,2168.9,Low,2169.9,Urban,261452.49,85971.88432
F,27,1274.44,Low,1263.44,Rural,201849.95,67777.2292
M,60,1832.48,High,1832.48,Rural,54734.76,27296.82674
F,28,2652.27,Low,2653.27,Rural,33823.51,12670.99836
M,60,1123.19,Low,1110.19,Urban,58774.54,16576.08189
M,46,2982.15,Low,2981.15,Urban,113820.69,38081.26369
F,22,779.36,Low,789.36,Rural,43602.98,14520.13135
M,23,3459.46,Low,3469.46,Rural,192857.44,67081.68065
F,50,4027.35,Low,4027.35,Semi-Urban,184749.95,62758.58535
F,65,3157.37,High,3152.37,Rural,138644.45,56676.12428
M,41,4832.46,Low,4843.46,Urban,140160.41,49222.80376
M,64,1878.85,Low,1873.85,Urban,146650.54,46555.08822
M,34,3813.46,Low,3805.46,Rural,38852.05,14831.97984
F,65,1272.68,High,1269.68,Urban,138155.21,54447.74729
M,23,1581.81,Low,1581.81,Semi-Urban,116931.99,39376.54507
M,31,1519.08,Low,1520.08,Semi-Urban,72370.59,23711.33982
F,26,2459.39,Low,2463.39,Semi-Urban,112344.85,38734.07601
F,55,2497.12,Low,2482.12,Semi-Urban,79373.51,25393.39629
M,65,1623.97,High,1610.97,Urban,144637.36,56742.97238
F,65,1333.46,High,1329.46,Semi-Urban,52687.43,25661.83601
F,18,2260.6,Low,2263.6,Urban,40291.03,15097.23051
M,44,1352.25,Low,1350.25,Urban,39630.65,11650.95268
F,55,1743.42,Low,1742.42,Semi-Urban,188701.48,61354.47656
F,18,917.48,Low,924.48,Rural,22577.23,7913.445159
M,47,2056.61,Low,2053.61,Rural,111504.91,36414.68794
M,41,2301.25,Low,2296.25,Urban,63706.28,20944.4401
F,55,4223.51,Low,4225.51,Semi-Urban,426487.96,143767.4562
F,18,1333.8,Low,1341.8,Rural,157719.55,53735.64507
M,38,1357.85,Low,1355.85,Semi-Urban,45069.08,13820.28469
M,39,3274.72,Low,3285.72,Semi-Urban,55468.32,19201.15827
F,31,2120,Low,2116,Rural,150644.59,51128.49951
F,18,1587.07,Low,1589.07,Urban,63696.75,22270.27121
M,63,2815.96,Low,2808.96,Urban,51823.44,15737.81711
F,60,2475.06,Low,2483.06,Urban,177667.21,58143.00591
M,33,2413.97,Low,2407.97,Rural,48766.77,16811.53418
M,62,1340.75,Low,1328.75,Rural,58360.3,16639.56424
M,61,3365.58,High,3357.58,Rural,159115.64,63844.13617
M,65,1567.35,High,1584.35,Urban,189582.65,71798.09359
F,58,3461.44,Low,3449.44,Semi-Urban,67177.47,22046.8794
M,45,4222.28,Low,4226.28,Urban,242079,82514.57862
M,18,5069.95,Low,5077.95,Rural,45804.28,19726.01759
M,19,2347.17,Low,2337.17,Urban,65369.31,23287.79664
F,18,2256.6,Low,2251.6,Urban,40291.03,15089.0501
M,18,1148.02,Low,1165.02,Semi-Urban,44426.14,14981.57894
F,28,3385.25,Low,3378.25,Rural,61477.42,22705.70928
M,52,7451.2,Low,7449.2,Urban,191650.7,68320.01874
M,43,2626.37,Low,2633.37,Semi-Urban,128272.22,42675.45102
F,25,1684.51,Low,1682.51,Semi-Urban,365603.55,123090.4944
F,33,2187.63,Low,2191.63,Semi-Urban,241542.02,81301.3778
